source,target,weight,text_unit_ids
ACCIDENTAL DIFFERENCES,ACTIVE MOVEMENTS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ADDUCE HUNDREDS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,AFORESAID EARTHY PARTICLES,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,AFORESAID WATER,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ALCHEMY,8.039250544056598e-06,[0]
ACCIDENTAL DIFFERENCES,ALEXANDER,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ALUM,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ANCIENT PHILOSOPHY,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ANTHOLOGY,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ANTIMONY,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,AQUA FORTIS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ARAGON,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ARISTOTLE,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ARNOLD,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ART,8.039250544056598e-06,[0]
ACCIDENTAL DIFFERENCES,ASTRATUS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,AVICENNA,8.039250544056598e-06,[0]
ACCIDENTAL DIFFERENCES,AZOTH,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,BARABBAS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,BEGOTTEN THEE,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,BERNARD,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,BODIES SUBTLE,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,BODILY SUBSTANCE,8.039250544056598e-06,[0]
ACCIDENTAL DIFFERENCES,BOHEMIA,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,BOOK OBSERVES,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,BROAD LAW,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,BU AQUEOUS IMMATURITY,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CALID,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CERTAIN CLASS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CERTAIN EXTENT IMPURE,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CERTAIN SPECIFIC CHARACTER,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CERTAIN TENDENCY,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CHAMBAR,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CHAOS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CHAPTER I,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CHAPTER III,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CHAPTER VI,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CHASTE UNION,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CHEMICAL OPERATIONS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CHRIST,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CLEAR LIMPID WATER,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CLEAR WATER,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CODE,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,COMBUSTIBLE SULPHUR,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,COMPLETE COMPLEXION,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,CORROSIVE WATERS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,DAMP SPOT,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,DANTIUS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,DEAD BODY,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,DIFFERENCE EXISTS,2.7331606912463438e-05,[0]
